Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Cancelled Rides by Driver,Incomplete Rides,Booking Value,Payment Method,Ride Distance,Driver Ratings,Customer Rating,Datetime,Hour,DayOfWeek,WeekType,Is_Cancelled,Cancellation_Type,Unified_Reason
1/1/2024,8:00:00,CNR0910089,Cancelled by Driver,725518,Prime Plus,Area-5,Area-42,,,0,1,0,,,,,,2024-01-01 08:00:00,8,Monday,Weekday,True,Driver,More than permitted people in there
1/11/2024,16:00:00,CNR1112468,Cancelled by Driver,612014,Prime Plus,Area-17,Area-25,,,0,1,0,,,,,,2024-01-11 16:00:00,16,Thursday,Weekday,True,Driver,The customer was coughing/sick
1/22/2024,3:00:00,CNR5582203,Cancelled by Customer,422049,Prime SUV,Area-27,Area-9,,,1,0,0,,,,,,2024-01-22 03:00:00,3,Monday,Weekday,True,Customer,Driver is not moving towards pickup location
1/29/2024,17:00:00,CNR4847917,Cancelled by Driver,927370,Mini,Area-19,Area-36,,,0,1,0,,,,,,2024-01-29 17:00:00,17,Monday,Weekday,True,Driver,The customer was coughing/sick
1/12/2024,16:00:00,CNR1424891,Cancelled by Driver,289362,Prime Sedan,Area-5,Area-24,,,0,1,0,,,,,,2024-01-12 16:00:00,16,Friday,Weekday,True,Driver,Customer related issue
1/19/2024,12:00:00,CNR4945214,Cancelled by Customer,925539,eBike,Area-27,Area-17,,,1,0,0,,,,,,2024-01-19 12:00:00,12,Friday,Weekday,True,Customer,Driver asked to cancel
1/13/2024,3:00:00,CNR7001993,Cancelled by Customer,755978,Mini,Area-36,Area-32,,,1,0,0,,,,,,2024-01-13 03:00:00,3,Saturday,Weekend,True,Customer,Change of plans
1/10/2024,18:00:00,CNR3944024,Cancelled by Driver,507986,Mini,Area-1,Area-43,,,0,1,0,,,,,,2024-01-10 18:00:00,18,Wednesday,Weekday,True,Driver,Customer related issue
1/4/2024,23:00:00,CNR8303833,Cancelled by Customer,765357,Bike,Area-6,Area-43,,,1,0,0,,,,,,2024-01-04 23:00:00,23,Thursday,Weekday,True,Customer,AC is not working
1/17/2024,20:00:00,CNR4375718,Cancelled by Driver,152418,Prime Sedan,Area-23,Area-28,,,0,1,0,,,,,,2024-01-17 20:00:00,20,Wednesday,Weekday,True,Driver,Customer related issue
1/28/2024,19:00:00,CNR8802935,Cancelled by Driver,406705,Prime Sedan,Area-15,Area-9,,,0,1,0,,,,,,2024-01-28 19:00:00,19,Sunday,Weekend,True,Driver,The customer was coughing/sick
1/18/2024,2:00:00,CNR7727127,Cancelled by Driver,221331,Mini,Area-42,Area-9,,,0,1,0,,,,,,2024-01-18 02:00:00,2,Thursday,Weekday,True,Driver,More than permitted people in there
1/4/2024,14:00:00,CNR8412425,Incomplete,964647,Mini,Area-43,Area-48,,,0,0,1,,,,,,2024-01-04 14:00:00,14,Thursday,Weekday,True,Incomplete,Other Issue
1/19/2024,12:00:00,CNR0689450,Cancelled by Driver,504201,eBike,Area-13,Area-34,,,0,1,0,,,,,,2024-01-19 12:00:00,12,Friday,Weekday,True,Driver,Customer related issue
1/21/2024,14:00:00,CNR4416710,Cancelled by Driver,384611,Bike,Area-1,Area-11,,,0,1,0,,,,,,2024-01-21 14:00:00,14,Sunday,Weekend,True,Driver,Customer related issue
1/27/2024,20:00:00,CNR1061381,Incomplete,196730,Prime SUV,Area-37,Area-23,,,0,0,1,,,,,,2024-01-27 20:00:00,20,Saturday,Weekend,True,Incomplete,Customer Demand
1/26/2024,13:00:00,CNR8906093,Cancelled by Driver,861537,Mini,Area-4,Area-40,,,0,1,0,,,,,,2024-01-26 13:00:00,13,Friday,Weekday,True,Driver,Customer related issue
1/16/2024,12:00:00,CNR1461536,Incomplete,232310,Prime Sedan,Area-40,Area-29,,,0,0,1,,,,,,2024-01-16 12:00:00,12,Tuesday,Weekday,True,Incomplete,Customer Demand
1/12/2024,18:00:00,CNR2432092,Cancelled by Driver,279706,Mini,Area-20,Area-15,,,0,1,0,,,,,,2024-01-12 18:00:00,18,Friday,Weekday,True,Driver,More than permitted people in there
1/13/2024,18:00:00,CNR1129361,Cancelled by Driver,592514,Prime SUV,Area-30,Area-47,,,0,1,0,,,,,,2024-01-13 18:00:00,18,Saturday,Weekend,True,Driver,The customer was coughing/sick
1/15/2024,7:00:00,CNR2518055,Incomplete,164586,eBike,Area-16,Area-12,,,0,0,1,,,,,,2024-01-15 07:00:00,7,Monday,Weekday,True,Incomplete,Other Issue
1/1/2024,21:00:00,CNR1315804,Cancelled by Customer,646762,Auto,Area-15,Area-18,,,1,0,0,,,,,,2024-01-01 21:00:00,21,Monday,Weekday,True,Customer,Wrong Address
1/15/2024,10:00:00,CNR3932208,Cancelled by Customer,895720,Prime SUV,Area-23,Area-38,,,1,0,0,,,,,,2024-01-15 10:00:00,10,Monday,Weekday,True,Customer,Driver is not moving towards pickup location
1/13/2024,4:00:00,CNR0310060,Cancelled by Driver,343772,Prime SUV,Area-14,Area-37,,,0,1,0,,,,,,2024-01-13 04:00:00,4,Saturday,Weekend,True,Driver,Personal & Car related issues
1/12/2024,22:00:00,CNR8991794,Cancelled by Driver,645571,Auto,Area-9,Area-26,,,0,1,0,,,,,,2024-01-12 22:00:00,22,Friday,Weekday,True,Driver,More than permitted people in there
1/25/2024,0:00:00,CNR8868895,Cancelled by Customer,634833,Mini,Area-48,Area-24,,,1,0,0,,,,,,2024-01-25 00:00:00,0,Thursday,Weekday,True,Customer,Driver is not moving towards pickup location
1/26/2024,3:00:00,CNR4812839,Incomplete,908251,eBike,Area-44,Area-13,,,0,0,1,,,,,,2024-01-26 03:00:00,3,Friday,Weekday,True,Incomplete,Vehicle Breakdown
1/24/2024,0:00:00,CNR0492228,Cancelled by Driver,306860,Prime Plus,Area-33,Area-41,,,0,1,0,,,,,,2024-01-24 00:00:00,0,Wednesday,Weekday,True,Driver,Customer related issue
1/25/2024,23:00:00,CNR2276432,Cancelled by Customer,795936,Prime Sedan,Area-17,Area-13,,,1,0,0,,,,,,2024-01-25 23:00:00,23,Thursday,Weekday,True,Customer,Wrong Address
1/21/2024,3:00:00,CNR1694580,Cancelled by Customer,162852,Prime SUV,Area-33,Area-16,,,1,0,0,,,,,,2024-01-21 03:00:00,3,Sunday,Weekend,True,Customer,Driver is not moving towards pickup location
1/11/2024,18:00:00,CNR9110042,Cancelled by Driver,155570,Auto,Area-39,Area-5,,,0,1,0,,,,,,2024-01-11 18:00:00,18,Thursday,Weekday,True,Driver,Customer related issue
1/16/2024,9:00:00,CNR1679660,Cancelled by Driver,356416,eBike,Area-20,Area-9,,,0,1,0,,,,,,2024-01-16 09:00:00,9,Tuesday,Weekday,True,Driver,Customer related issue
1/23/2024,8:00:00,CNR6760338,Cancelled by Driver,146960,Prime Plus,Area-26,Area-36,,,0,1,0,,,,,,2024-01-23 08:00:00,8,Tuesday,Weekday,True,Driver,Customer related issue
1/5/2024,15:00:00,CNR8009625,Incomplete,759423,Bike,Area-24,Area-28,,,0,0,1,,,,,,2024-01-05 15:00:00,15,Friday,Weekday,True,Incomplete,Vehicle Breakdown
1/15/2024,10:00:00,CNR1431354,Cancelled by Driver,819346,Mini,Area-33,Area-40,,,0,1,0,,,,,,2024-01-15 10:00:00,10,Monday,Weekday,True,Driver,The customer was coughing/sick
1/28/2024,12:00:00,CNR8396272,Incomplete,760381,Prime Plus,Area-49,Area-28,,,0,0,1,,,,,,2024-01-28 12:00:00,12,Sunday,Weekend,True,Incomplete,Other Issue
1/3/2024,4:00:00,CNR7971588,Incomplete,845255,Prime Plus,Area-35,Area-23,,,0,0,1,,,,,,2024-01-03 04:00:00,4,Wednesday,Weekday,True,Incomplete,Customer Demand
1/10/2024,13:00:00,CNR5728110,Cancelled by Driver,876357,Auto,Area-26,Area-35,,,0,1,0,,,,,,2024-01-10 13:00:00,13,Wednesday,Weekday,True,Driver,Personal & Car related issues
1/27/2024,19:00:00,CNR6702754,Cancelled by Customer,175949,Prime Plus,Area-26,Area-50,,,1,0,0,,,,,,2024-01-27 19:00:00,19,Saturday,Weekend,True,Customer,Change of plans
1/24/2024,18:00:00,CNR5704272,Incomplete,607642,Prime SUV,Area-30,Area-18,,,0,0,1,,,,,,2024-01-24 18:00:00,18,Wednesday,Weekday,True,Incomplete,Customer Demand
1/26/2024,14:00:00,CNR0219990,Cancelled by Driver,330726,Prime Plus,Area-3,Area-19,,,0,1,0,,,,,,2024-01-26 14:00:00,14,Friday,Weekday,True,Driver,Personal & Car related issues
1/7/2024,12:00:00,CNR1068589,Cancelled by Driver,422409,Mini,Area-27,Area-12,,,0,1,0,,,,,,2024-01-07 12:00:00,12,Sunday,Weekend,True,Driver,The customer was coughing/sick
1/30/2024,9:00:00,CNR7500581,Cancelled by Driver,349869,eBike,Area-36,Area-1,,,0,1,0,,,,,,2024-01-30 09:00:00,9,Tuesday,Weekday,True,Driver,Customer related issue
1/8/2024,4:00:00,CNR9343178,Cancelled by Driver,751483,Auto,Area-17,Area-13,,,0,1,0,,,,,,2024-01-08 04:00:00,4,Monday,Weekday,True,Driver,More than permitted people in there
1/3/2024,12:00:00,CNR6684085,Cancelled by Driver,692802,Mini,Area-20,Area-15,,,0,1,0,,,,,,2024-01-03 12:00:00,12,Wednesday,Weekday,True,Driver,Customer related issue
1/29/2024,23:00:00,CNR4560899,Cancelled by Driver,347418,eBike,Area-27,Area-22,,,0,1,0,,,,,,2024-01-29 23:00:00,23,Monday,Weekday,True,Driver,Customer related issue
1/25/2024,12:00:00,CNR9460467,Cancelled by Driver,530503,Auto,Area-40,Area-18,,,0,1,0,,,,,,2024-01-25 12:00:00,12,Thursday,Weekday,True,Driver,More than permitted people in there
1/25/2024,6:00:00,CNR1747522,Cancelled by Driver,301285,Prime SUV,Area-41,Area-1,,,0,1,0,,,,,,2024-01-25 06:00:00,6,Thursday,Weekday,True,Driver,Customer related issue
1/3/2024,5:00:00,CNR9298417,Incomplete,104173,Bike,Area-10,Area-42,,,0,0,1,,,,,,2024-01-03 05:00:00,5,Wednesday,Weekday,True,Incomplete,Customer Demand
1/12/2024,2:00:00,CNR1175694,Cancelled by Customer,384251,Auto,Area-3,Area-27,,,1,0,0,,,,,,2024-01-12 02:00:00,2,Friday,Weekday,True,Customer,Change of plans
1/19/2024,5:00:00,CNR6827726,Cancelled by Driver,959422,Auto,Area-24,Area-42,,,0,1,0,,,,,,2024-01-19 05:00:00,5,Friday,Weekday,True,Driver,More than permitted people in there
1/2/2024,23:00:00,CNR7579784,Incomplete,908465,Mini,Area-49,Area-8,,,0,0,1,,,,,,2024-01-02 23:00:00,23,Tuesday,Weekday,True,Incomplete,Customer Demand
1/28/2024,14:00:00,CNR4910602,Cancelled by Driver,940356,Auto,Area-8,Area-6,,,0,1,0,,,,,,2024-01-28 14:00:00,14,Sunday,Weekend,True,Driver,Customer related issue
1/30/2024,17:00:00,CNR5908288,Cancelled by Customer,410580,Bike,Area-35,Area-22,,,1,0,0,,,,,,2024-01-30 17:00:00,17,Tuesday,Weekday,True,Customer,Change of plans
1/3/2024,11:00:00,CNR9720069,Cancelled by Driver,765064,eBike,Area-17,Area-15,,,0,1,0,,,,,,2024-01-03 11:00:00,11,Wednesday,Weekday,True,Driver,The customer was coughing/sick
1/6/2024,7:00:00,CNR8165003,Cancelled by Driver,794096,Prime SUV,Area-1,Area-21,,,0,1,0,,,,,,2024-01-06 07:00:00,7,Saturday,Weekend,True,Driver,The customer was coughing/sick
1/6/2024,21:00:00,CNR3122306,Cancelled by Customer,165246,Bike,Area-16,Area-48,,,1,0,0,,,,,,2024-01-06 21:00:00,21,Saturday,Weekend,True,Customer,Driver is not moving towards pickup location
1/3/2024,16:00:00,CNR9677261,Cancelled by Customer,908564,Bike,Area-4,Area-24,,,1,0,0,,,,,,2024-01-03 16:00:00,16,Wednesday,Weekday,True,Customer,Driver is not moving towards pickup location
1/26/2024,14:00:00,CNR6912013,Cancelled by Driver,690804,Prime SUV,Area-42,Area-1,,,0,1,0,,,,,,2024-01-26 14:00:00,14,Friday,Weekday,True,Driver,Personal & Car related issues
1/25/2024,13:00:00,CNR8170393,Cancelled by Driver,884899,Mini,Area-42,Area-33,,,0,1,0,,,,,,2024-01-25 13:00:00,13,Thursday,Weekday,True,Driver,Personal & Car related issues
1/7/2024,20:00:00,CNR1340312,Cancelled by Driver,666428,Auto,Area-24,Area-5,,,0,1,0,,,,,,2024-01-07 20:00:00,20,Sunday,Weekend,True,Driver,The customer was coughing/sick
1/6/2024,10:00:00,CNR7055119,Cancelled by Customer,382865,Mini,Area-36,Area-33,,,1,0,0,,,,,,2024-01-06 10:00:00,10,Saturday,Weekend,True,Customer,Change of plans
1/7/2024,0:00:00,CNR0646139,Cancelled by Driver,828367,Mini,Area-18,Area-8,,,0,1,0,,,,,,2024-01-07 00:00:00,0,Sunday,Weekend,True,Driver,Customer related issue
1/12/2024,11:00:00,CNR8779276,Cancelled by Customer,411011,Prime Plus,Area-38,Area-20,,,1,0,0,,,,,,2024-01-12 11:00:00,11,Friday,Weekday,True,Customer,AC is not working
1/2/2024,4:00:00,CNR6903629,Cancelled by Customer,857228,Prime Sedan,Area-17,Area-21,,,1,0,0,,,,,,2024-01-02 04:00:00,4,Tuesday,Weekday,True,Customer,Change of plans
1/12/2024,17:00:00,CNR0052813,Cancelled by Customer,486169,Bike,Area-41,Area-16,,,1,0,0,,,,,,2024-01-12 17:00:00,17,Friday,Weekday,True,Customer,Wrong Address
1/23/2024,1:00:00,CNR5019877,Cancelled by Customer,436057,Mini,Area-40,Area-31,,,1,0,0,,,,,,2024-01-23 01:00:00,1,Tuesday,Weekday,True,Customer,Wrong Address
1/17/2024,21:00:00,CNR3339277,Cancelled by Driver,233386,Prime SUV,Area-42,Area-17,,,0,1,0,,,,,,2024-01-17 21:00:00,21,Wednesday,Weekday,True,Driver,Customer related issue
1/17/2024,5:00:00,CNR8686135,Cancelled by Driver,946314,Prime Plus,Area-37,Area-16,,,0,1,0,,,,,,2024-01-17 05:00:00,5,Wednesday,Weekday,True,Driver,Personal & Car related issues
1/7/2024,19:00:00,CNR2144506,Cancelled by Driver,208948,Prime SUV,Area-29,Area-42,,,0,1,0,,,,,,2024-01-07 19:00:00,19,Sunday,Weekend,True,Driver,Personal & Car related issues
1/8/2024,23:00:00,CNR8620666,Cancelled by Driver,635378,Prime Sedan,Area-36,Area-48,,,0,1,0,,,,,,2024-01-08 23:00:00,23,Monday,Weekday,True,Driver,Personal & Car related issues
1/28/2024,19:00:00,CNR1127594,Cancelled by Driver,323045,Prime SUV,Area-22,Area-16,,,0,1,0,,,,,,2024-01-28 19:00:00,19,Sunday,Weekend,True,Driver,Personal & Car related issues
1/4/2024,3:00:00,CNR6046103,Cancelled by Driver,160236,Prime Sedan,Area-10,Area-45,,,0,1,0,,,,,,2024-01-04 03:00:00,3,Thursday,Weekday,True,Driver,Personal & Car related issues
1/11/2024,23:00:00,CNR8977000,Incomplete,491962,Prime Plus,Area-48,Area-19,,,0,0,1,,,,,,2024-01-11 23:00:00,23,Thursday,Weekday,True,Incomplete,Vehicle Breakdown
1/14/2024,19:00:00,CNR6228928,Incomplete,927227,Bike,Area-23,Area-18,,,0,0,1,,,,,,2024-01-14 19:00:00,19,Sunday,Weekend,True,Incomplete,Vehicle Breakdown
1/19/2024,11:00:00,CNR3679404,Incomplete,834591,Prime Plus,Area-42,Area-49,,,0,0,1,,,,,,2024-01-19 11:00:00,11,Friday,Weekday,True,Incomplete,Other Issue
1/24/2024,4:00:00,CNR6026957,Cancelled by Driver,671350,Prime Sedan,Area-42,Area-29,,,0,1,0,,,,,,2024-01-24 04:00:00,4,Wednesday,Weekday,True,Driver,The customer was coughing/sick
1/18/2024,12:00:00,CNR0090363,Cancelled by Customer,548776,Mini,Area-40,Area-35,,,1,0,0,,,,,,2024-01-18 12:00:00,12,Thursday,Weekday,True,Customer,Driver is not moving towards pickup location
1/11/2024,3:00:00,CNR2241184,Cancelled by Customer,548481,Prime Plus,Area-16,Area-21,,,1,0,0,,,,,,2024-01-11 03:00:00,3,Thursday,Weekday,True,Customer,Change of plans
1/25/2024,19:00:00,CNR8786428,Cancelled by Customer,530619,Mini,Area-50,Area-36,,,1,0,0,,,,,,2024-01-25 19:00:00,19,Thursday,Weekday,True,Customer,Wrong Address
1/3/2024,6:00:00,CNR2603730,Cancelled by Driver,839087,Prime SUV,Area-9,Area-9,,,0,1,0,,,,,,2024-01-03 06:00:00,6,Wednesday,Weekday,True,Driver,The customer was coughing/sick
1/21/2024,8:00:00,CNR8770405,Cancelled by Driver,669719,Prime SUV,Area-8,Area-37,,,0,1,0,,,,,,2024-01-21 08:00:00,8,Sunday,Weekend,True,Driver,Personal & Car related issues
1/30/2024,0:00:00,CNR3505791,Cancelled by Driver,640105,Prime SUV,Area-17,Area-5,,,0,1,0,,,,,,2024-01-30 00:00:00,0,Tuesday,Weekday,True,Driver,More than permitted people in there
1/28/2024,21:00:00,CNR8303766,Cancelled by Driver,354736,Prime Sedan,Area-31,Area-37,,,0,1,0,,,,,,2024-01-28 21:00:00,21,Sunday,Weekend,True,Driver,Personal & Car related issues
1/25/2024,8:00:00,CNR0799590,Cancelled by Driver,797666,Bike,Area-48,Area-13,,,0,1,0,,,,,,2024-01-25 08:00:00,8,Thursday,Weekday,True,Driver,More than permitted people in there
1/30/2024,13:00:00,CNR5938171,Cancelled by Driver,138304,Prime Sedan,Area-6,Area-43,,,0,1,0,,,,,,2024-01-30 13:00:00,13,Tuesday,Weekday,True,Driver,Customer related issue
1/29/2024,17:00:00,CNR9372256,Cancelled by Customer,193952,Auto,Area-41,Area-40,,,1,0,0,,,,,,2024-01-29 17:00:00,17,Monday,Weekday,True,Customer,Change of plans
1/26/2024,17:00:00,CNR7719387,Cancelled by Driver,866814,Auto,Area-30,Area-48,,,0,1,0,,,,,,2024-01-26 17:00:00,17,Friday,Weekday,True,Driver,More than permitted people in there
1/23/2024,14:00:00,CNR8492710,Cancelled by Driver,488245,eBike,Area-29,Area-38,,,0,1,0,,,,,,2024-01-23 14:00:00,14,Tuesday,Weekday,True,Driver,More than permitted people in there
1/18/2024,9:00:00,CNR7928721,Cancelled by Driver,986926,eBike,Area-48,Area-44,,,0,1,0,,,,,,2024-01-18 09:00:00,9,Thursday,Weekday,True,Driver,More than permitted people in there
1/29/2024,17:00:00,CNR1775148,Incomplete,714511,eBike,Area-25,Area-35,,,0,0,1,,,,,,2024-01-29 17:00:00,17,Monday,Weekday,True,Incomplete,Other Issue
1/23/2024,15:00:00,CNR4012566,Incomplete,612780,Prime Plus,Area-11,Area-16,,,0,0,1,,,,,,2024-01-23 15:00:00,15,Tuesday,Weekday,True,Incomplete,Customer Demand
1/2/2024,2:00:00,CNR9312854,Cancelled by Driver,369382,Auto,Area-4,Area-4,,,0,1,0,,,,,,2024-01-02 02:00:00,2,Tuesday,Weekday,True,Driver,More than permitted people in there
1/17/2024,10:00:00,CNR6301644,Cancelled by Driver,145219,Prime Plus,Area-31,Area-28,,,0,1,0,,,,,,2024-01-17 10:00:00,10,Wednesday,Weekday,True,Driver,Customer related issue
1/2/2024,20:00:00,CNR2741071,Cancelled by Driver,308469,Bike,Area-22,Area-43,,,0,1,0,,,,,,2024-01-02 20:00:00,20,Tuesday,Weekday,True,Driver,Personal & Car related issues
1/13/2024,20:00:00,CNR4902549,Cancelled by Driver,552653,Prime Sedan,Area-4,Area-35,,,0,1,0,,,,,,2024-01-13 20:00:00,20,Saturday,Weekend,True,Driver,Personal & Car related issues
1/25/2024,5:00:00,CNR6991897,Cancelled by Driver,177489,eBike,Area-24,Area-37,,,0,1,0,,,,,,2024-01-25 05:00:00,5,Thursday,Weekday,True,Driver,The customer was coughing/sick
1/18/2024,13:00:00,CNR1160488,Cancelled by Driver,314857,Mini,Area-44,Area-26,,,0,1,0,,,,,,2024-01-18 13:00:00,13,Thursday,Weekday,True,Driver,The customer was coughing/sick
1/15/2024,12:00:00,CNR0182806,Cancelled by Driver,529058,Mini,Area-20,Area-17,,,0,1,0,,,,,,2024-01-15 12:00:00,12,Monday,Weekday,True,Driver,Personal & Car related issues
1/9/2024,10:00:00,CNR6516394,Cancelled by Driver,906742,eBike,Area-22,Area-8,,,0,1,0,,,,,,2024-01-09 10:00:00,10,Tuesday,Weekday,True,Driver,Personal & Car related issues
1/22/2024,15:00:00,CNR6519788,Incomplete,996883,Prime SUV,Area-35,Area-37,,,0,0,1,,,,,,2024-01-22 15:00:00,15,Monday,Weekday,True,Incomplete,Customer Demand
1/20/2024,12:00:00,CNR8827905,Cancelled by Driver,985297,Prime Sedan,Area-48,Area-41,,,0,1,0,,,,,,2024-01-20 12:00:00,12,Saturday,Weekend,True,Driver,More than permitted people in there
1/25/2024,12:00:00,CNR2145334,Cancelled by Driver,933415,Prime Sedan,Area-30,Area-21,,,0,1,0,,,,,,2024-01-25 12:00:00,12,Thursday,Weekday,True,Driver,Customer related issue
1/29/2024,2:00:00,CNR0858393,Cancelled by Customer,610268,eBike,Area-23,Area-50,,,1,0,0,,,,,,2024-01-29 02:00:00,2,Monday,Weekday,True,Customer,Wrong Address
1/21/2024,12:00:00,CNR1123242,Incomplete,127219,eBike,Area-24,Area-2,,,0,0,1,,,,,,2024-01-21 12:00:00,12,Sunday,Weekend,True,Incomplete,Customer Demand
1/30/2024,13:00:00,CNR3568545,Cancelled by Driver,424477,Prime Sedan,Area-20,Area-38,,,0,1,0,,,,,,2024-01-30 13:00:00,13,Tuesday,Weekday,True,Driver,More than permitted people in there
1/12/2024,3:00:00,CNR5536279,Incomplete,145062,Mini,Area-26,Area-5,,,0,0,1,,,,,,2024-01-12 03:00:00,3,Friday,Weekday,True,Incomplete,Other Issue
1/29/2024,15:00:00,CNR5912423,Cancelled by Driver,777959,Auto,Area-3,Area-14,,,0,1,0,,,,,,2024-01-29 15:00:00,15,Monday,Weekday,True,Driver,The customer was coughing/sick
1/3/2024,13:00:00,CNR7841282,Cancelled by Driver,880134,Prime SUV,Area-7,Area-40,,,0,1,0,,,,,,2024-01-03 13:00:00,13,Wednesday,Weekday,True,Driver,Customer related issue
1/3/2024,6:00:00,CNR8576156,Cancelled by Customer,839145,eBike,Area-19,Area-50,,,1,0,0,,,,,,2024-01-03 06:00:00,6,Wednesday,Weekday,True,Customer,Driver is not moving towards pickup location
1/18/2024,22:00:00,CNR8339803,Cancelled by Driver,241905,Bike,Area-39,Area-33,,,0,1,0,,,,,,2024-01-18 22:00:00,22,Thursday,Weekday,True,Driver,Customer related issue
1/18/2024,2:00:00,CNR7966356,Incomplete,219993,Prime SUV,Area-34,Area-20,,,0,0,1,,,,,,2024-01-18 02:00:00,2,Thursday,Weekday,True,Incomplete,Customer Demand
1/15/2024,17:00:00,CNR5294620,Cancelled by Driver,131356,Mini,Area-38,Area-46,,,0,1,0,,,,,,2024-01-15 17:00:00,17,Monday,Weekday,True,Driver,More than permitted people in there
1/10/2024,19:00:00,CNR5777384,Cancelled by Driver,344027,Prime Sedan,Area-17,Area-18,,,0,1,0,,,,,,2024-01-10 19:00:00,19,Wednesday,Weekday,True,Driver,The customer was coughing/sick
1/21/2024,8:00:00,CNR5333318,Cancelled by Driver,875255,Bike,Area-39,Area-16,,,0,1,0,,,,,,2024-01-21 08:00:00,8,Sunday,Weekend,True,Driver,Personal & Car related issues
1/5/2024,4:00:00,CNR6732753,Cancelled by Driver,498936,Bike,Area-40,Area-47,,,0,1,0,,,,,,2024-01-05 04:00:00,4,Friday,Weekday,True,Driver,More than permitted people in there
1/6/2024,6:00:00,CNR8726964,Cancelled by Driver,453767,Prime Plus,Area-13,Area-18,,,0,1,0,,,,,,2024-01-06 06:00:00,6,Saturday,Weekend,True,Driver,More than permitted people in there
1/3/2024,23:00:00,CNR3692562,Cancelled by Driver,293010,Prime SUV,Area-23,Area-3,,,0,1,0,,,,,,2024-01-03 23:00:00,23,Wednesday,Weekday,True,Driver,The customer was coughing/sick
1/25/2024,12:00:00,CNR8467246,Incomplete,685727,Auto,Area-37,Area-21,,,0,0,1,,,,,,2024-01-25 12:00:00,12,Thursday,Weekday,True,Incomplete,Customer Demand
1/19/2024,8:00:00,CNR3971564,Cancelled by Driver,775094,Prime Sedan,Area-35,Area-15,,,0,1,0,,,,,,2024-01-19 08:00:00,8,Friday,Weekday,True,Driver,The customer was coughing/sick
1/26/2024,16:00:00,CNR1427813,Cancelled by Customer,833184,Auto,Area-31,Area-25,,,1,0,0,,,,,,2024-01-26 16:00:00,16,Friday,Weekday,True,Customer,Wrong Address
1/1/2024,13:00:00,CNR6599383,Cancelled by Driver,478511,Prime SUV,Area-7,Area-28,,,0,1,0,,,,,,2024-01-01 13:00:00,13,Monday,Weekday,True,Driver,More than permitted people in there
1/8/2024,13:00:00,CNR9922646,Cancelled by Driver,609232,eBike,Area-37,Area-21,,,0,1,0,,,,,,2024-01-08 13:00:00,13,Monday,Weekday,True,Driver,Personal & Car related issues
1/27/2024,7:00:00,CNR1062282,Cancelled by Driver,599136,Prime Plus,Area-1,Area-22,,,0,1,0,,,,,,2024-01-27 07:00:00,7,Saturday,Weekend,True,Driver,Personal & Car related issues
1/23/2024,16:00:00,CNR2281458,Cancelled by Driver,680858,eBike,Area-35,Area-23,,,0,1,0,,,,,,2024-01-23 16:00:00,16,Tuesday,Weekday,True,Driver,Customer related issue
1/24/2024,16:00:00,CNR8869576,Cancelled by Driver,543611,Prime Plus,Area-17,Area-29,,,0,1,0,,,,,,2024-01-24 16:00:00,16,Wednesday,Weekday,True,Driver,The customer was coughing/sick
1/5/2024,5:00:00,CNR3247588,Cancelled by Driver,920814,Mini,Area-47,Area-23,,,0,1,0,,,,,,2024-01-05 05:00:00,5,Friday,Weekday,True,Driver,Personal & Car related issues
1/13/2024,11:00:00,CNR5287963,Cancelled by Driver,622816,Bike,Area-46,Area-8,,,0,1,0,,,,,,2024-01-13 11:00:00,11,Saturday,Weekend,True,Driver,Customer related issue
1/19/2024,9:00:00,CNR4086001,Cancelled by Driver,917069,Mini,Area-11,Area-4,,,0,1,0,,,,,,2024-01-19 09:00:00,9,Friday,Weekday,True,Driver,More than permitted people in there
1/20/2024,2:00:00,CNR6796123,Cancelled by Driver,668846,Auto,Area-13,Area-34,,,0,1,0,,,,,,2024-01-20 02:00:00,2,Saturday,Weekend,True,Driver,The customer was coughing/sick
1/10/2024,19:00:00,CNR3219322,Cancelled by Driver,544085,Bike,Area-6,Area-50,,,0,1,0,,,,,,2024-01-10 19:00:00,19,Wednesday,Weekday,True,Driver,Customer related issue
1/29/2024,0:00:00,CNR6932641,Cancelled by Driver,726603,Auto,Area-15,Area-27,,,0,1,0,,,,,,2024-01-29 00:00:00,0,Monday,Weekday,True,Driver,Customer related issue
1/26/2024,12:00:00,CNR2226769,Cancelled by Customer,696879,Auto,Area-3,Area-46,,,1,0,0,,,,,,2024-01-26 12:00:00,12,Friday,Weekday,True,Customer,Driver asked to cancel
1/25/2024,9:00:00,CNR8463162,Incomplete,437467,Prime Plus,Area-17,Area-20,,,0,0,1,,,,,,2024-01-25 09:00:00,9,Thursday,Weekday,True,Incomplete,Customer Demand
1/30/2024,23:00:00,CNR4605918,Cancelled by Driver,941938,eBike,Area-25,Area-31,,,0,1,0,,,,,,2024-01-30 23:00:00,23,Tuesday,Weekday,True,Driver,Personal & Car related issues
1/18/2024,19:00:00,CNR9449086,Cancelled by Driver,826805,Mini,Area-42,Area-22,,,0,1,0,,,,,,2024-01-18 19:00:00,19,Thursday,Weekday,True,Driver,More than permitted people in there
1/28/2024,7:00:00,CNR7764974,Cancelled by Customer,924616,Mini,Area-20,Area-38,,,1,0,0,,,,,,2024-01-28 07:00:00,7,Sunday,Weekend,True,Customer,Driver asked to cancel
